Refresh rate, cpu cycles, bus cycles, instr, branch instructions, branch misses, bpu access, bpu miss, cache ref, cache misses, dtlb read, dtlb miss, itlb read accesses, itlb read misses
1000000,0,0,0,0,0,0,0,51,44,0,0,0,0
1000000,0,0,0,0,0,0,0,153,58,0,0,0,0
1000000,0,0,0,0,0,0,0,114,51,0,0,0,0
1000000,0,0,0,0,0,0,0,75,44,0,0,0,0
1000000,0,0,0,0,0,0,0,73,0,0,0,0,0
1000000,0,0,0,0,0,0,0,0,0,6,0,1,0
1000000,0,0,0,0,0,0,0,0,0,0,0,1,0
1000000,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,837054,0,0,0,0,0,0,0,0,31,58,25,22
1000000,3378921,0,0,0,0,0,0,0,0,63,65,45,0
1000000,2972295,0,0,0,0,0,0,0,0,92,18,57,0
1000000,3188502,0,0,0,0,0,0,0,0,251,444,56,0
1000000,3150217,91420,646113,0,0,0,0,0,0,158,78,57,0
1000000,3095339,128038,888271,0,0,0,0,0,0,150,16,57,0
1000000,3035514,126880,883692,0,0,0,0,0,0,160,19,57,0
1000000,2956374,127506,873157,59339,0,0,0,0,0,62,25,0,0
1000000,3006933,125474,869087,208396,0,0,0,0,0,0,29,0,0
1000000,2994058,124520,863929,207290,0,0,0,0,0,0,16,0,0
1000000,2983217,124297,862524,206972,0,0,0,0,0,0,16,0,0
1000000,2997023,125431,903264,216470,183,0,0,0,0,0,6,0,0
1000000,2954170,122754,844358,203268,147,0,0,0,0,0,0,0,0
1000000,2944713,122454,842166,202545,130,0,0,0,0,0,0,0,0
1000000,2683374,120140,832227,200375,224,45505,0,0,0,0,0,0,0
1000000,0,122931,844790,203238,116,203171,0,0,0,0,0,0,0
1000000,0,122720,843264,202695,108,202540,0,0,0,0,0,0,0
1000000,0,129502,935782,225330,1214,225578,0,0,0,0,0,0,0
1000000,0,65248,864244,208207,219,208449,160,0,0,0,0,0,0
1000000,0,0,845658,203314,163,203201,162,0,0,0,0,0,0
1000000,0,0,843341,202925,136,202684,129,0,0,0,0,0,0
1000000,0,0,842594,202607,136,202364,132,0,0,0,0,0,0
1000000,0,0,188763,375029,195,375277,200,0,0,0,0,0,0
1000000,0,0,0,208886,141,208828,144,0,0,0,0,0,0
1000000,0,0,0,198078,105,198055,95,0,0,0,0,0,0
1000000,0,0,0,135146,140,198808,162,0,0,0,0,0,0
1000000,0,0,0,0,325,212788,440,0,0,0,0,0,0
1000000,0,0,0,0,299,210939,239,0,0,0,0,0,0
1000000,0,0,0,0,126,193752,149,0,0,0,0,0,0
1000000,0,0,0,0,185,205334,576,231,60,0,0,0,0
1000000,0,0,0,0,0,218007,583,198,44,0,0,0,0
1000000,0,0,0,0,0,199207,281,29,0,0,0,0,0
1000000,0,0,0,0,0,155088,1347,113,58,0,0,0,0
1000000,0,0,0,0,0,0,143,103,44,0,0,0,0
1000000,0,0,0,0,0,0,90,118,44,0,0,0,0
1000000,0,0,0,0,0,0,95,73,44,0,0,0,0
1000000,0,0,0,0,0,0,134,134,58,0,0,0,0
1000000,0,0,0,0,0,0,0,113,44,0,0,0,0
1000000,0,0,0,0,0,0,0,73,44,0,0,0,0
1000000,0,0,0,0,0,0,0,132,58,0,0,0,0
1000000,0,0,0,0,0,0,0,115,60,0,0,0,0
1000000,0,0,0,0,0,0,0,115,44,0,0,0,0
1000000,0,0,0,0,0,0,0,52,44,0,0,0,0
100000,0,0,0,0,0,0,0,44,44,0,0,0,0
100000,0,0,0,0,0,0,0,22,0,0,0,0,0
100000,0,0,0,0,0,0,0,22,0,2,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,5,0,0,0
100000,0,0,0,0,0,0,0,0,0,5,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,5,0
100000,0,0,0,0,0,0,0,0,0,5,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,10,0,10,0
100000,0,0,0,0,0,0,0,0,0,10,0,10,0
100000,0,0,0,0,0,0,0,0,0,10,0,10,0
100000,0,0,0,0,0,0,0,0,0,10,0,10,0
100000,0,0,0,0,0,0,0,0,0,10,0,10,0
100000,0,0,0,0,0,0,0,0,0,10,0,5,0
100000,0,0,0,0,0,0,0,0,0,5,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,0,0,0,0,0,0,0,0,0,0,0,10,0
100000,0,0,0,0,0,0,0,0,0,10,0,10,0
100000,65382,0,0,0,0,0,0,0,0,61,28,45,6
100000,785961,0,0,0,0,0,0,0,0,91,19,57,0
100000,768378,0,0,0,0,0,0,0,0,92,17,58,0
100000,765691,0,0,0,0,0,0,0,0,92,16,58,0
100000,766640,0,0,0,0,0,0,0,0,93,16,58,0
100000,874750,0,0,0,0,0,0,0,0,420,363,59,0
100000,905179,0,0,0,0,0,0,0,0,91,19,57,0
100000,771170,0,0,0,0,0,0,0,0,92,16,57,0
100000,768046,0,0,0,0,0,0,0,0,93,16,57,0
100000,767076,0,0,0,0,0,0,0,0,92,16,57,0
100000,766513,0,0,0,0,0,0,0,0,91,18,57,0
100000,767115,0,0,0,0,0,0,0,0,93,16,57,0
100000,767936,0,0,0,0,0,0,0,0,91,18,57,0
100000,766669,0,0,0,0,0,0,0,0,91,19,57,0
100000,767096,0,0,0,0,0,0,0,0,93,16,57,0
100000,767955,0,0,0,0,0,0,0,0,92,18,57,0
100000,767769,0,0,0,0,0,0,0,0,94,16,57,0
100000,781194,0,0,0,0,0,0,0,0,93,18,56,1
100000,770005,0,0,0,0,0,0,0,0,91,18,56,0
100000,769296,16273,153985,0,0,0,0,0,0,192,4,57,0
100000,877923,36543,343693,0,0,0,0,0,0,152,54,57,6
100000,873330,36401,344272,0,0,0,0,0,0,152,55,57,6
100000,870212,36258,342930,0,0,0,0,0,0,151,58,57,6
100000,870643,36309,343457,0,0,0,0,0,0,152,57,58,6
100000,871036,36301,349632,0,0,0,0,0,0,152,57,58,6
100000,870344,36276,343380,0,0,0,0,0,0,152,55,58,6
100000,870589,36280,343461,0,0,0,0,0,0,151,57,57,6
100000,870594,36311,343323,0,0,0,0,0,0,152,58,57,6
100000,870115,36253,343003,0,0,0,0,0,0,151,57,57,6
100000,869471,36238,349073,0,0,0,0,0,0,153,57,57,6
100000,870146,36293,343411,0,0,0,0,0,0,152,55,58,6
100000,870089,36257,343225,0,0,0,0,0,0,151,57,57,6
100000,871028,36293,343196,0,0,0,0,0,0,151,58,57,6
100000,870126,36290,349318,0,0,0,0,0,0,154,57,57,6
100000,869979,36257,349271,0,0,0,0,0,0,153,57,57,6
100000,870050,36255,349385,0,0,0,0,0,0,152,57,56,6
100000,868335,36209,353309,23554,0,0,0,0,0,60,21,0,0
100000,822210,34285,322340,71942,0,0,0,0,0,0,18,0,0
100000,817276,34052,327722,73308,0,0,0,0,0,0,17,0,0
100000,817270,34086,322113,71886,0,0,0,0,0,0,17,0,0
100000,818217,34096,321654,71771,0,0,0,0,0,0,19,0,0
100000,817568,34077,321892,71833,0,0,0,0,0,0,19,0,0
100000,816731,34049,321565,71785,0,0,0,0,0,0,19,0,0
100000,816528,34045,321424,71724,0,0,0,0,0,0,19,0,0
100000,817393,34040,321595,71777,0,0,0,0,0,0,17,0,0
100000,816839,34080,321450,71733,0,0,0,0,0,0,19,0,0
100000,816868,34062,321890,71821,0,0,0,0,0,0,19,0,0
100000,817121,34034,321390,71748,0,0,0,0,0,0,19,0,0
100000,816923,34063,321526,71766,0,0,0,0,0,0,19,0,0
100000,816822,34051,322068,71865,0,0,0,0,0,0,17,0,0
100000,816415,34044,321625,71768,0,0,0,0,0,0,19,0,0
100000,817138,34028,321220,71683,0,0,0,0,0,0,19,0,0
100000,814994,33990,327441,73228,0,0,0,0,0,0,19,0,0
100000,816445,34039,321354,71722,0,0,0,0,0,0,19,0,0
100000,832867,34804,331152,73541,97,0,0,0,0,0,6,0,0
100000,772241,32202,301627,67546,118,0,0,0,0,0,0,0,0
100000,767265,31978,301109,67497,115,0,0,0,0,0,0,0,0
100000,767637,31977,300542,67237,107,0,0,0,0,0,0,0,0
100000,766138,31937,300322,67267,107,0,0,0,0,0,0,0,0
100000,767656,32022,307399,69024,112,0,0,0,0,0,0,0,0
100000,767661,31976,300309,67236,109,0,0,0,0,0,0,0,0
100000,766745,31960,307170,68999,107,0,0,0,0,0,0,0,0
100000,766936,31979,300647,67333,109,0,0,0,0,0,0,0,0
100000,767585,31970,307058,68959,112,0,0,0,0,0,0,0,0
100000,766724,31977,307386,69021,98,0,0,0,0,0,0,0,0
100000,767904,32000,300689,67343,95,0,0,0,0,0,0,0,0
100000,766632,31943,300353,67269,94,0,0,0,0,0,0,0,0
100000,766320,31941,307137,68999,100,0,0,0,0,0,0,0,0
100000,769302,32075,301450,67498,122,0,0,0,0,0,0,0,0
100000,768967,32054,300786,67357,102,0,0,0,0,0,0,0,0
100000,766261,31940,300656,67320,97,0,0,0,0,0,0,0,0
100000,766969,31966,300321,67236,100,0,0,0,0,0,0,0,0
100000,766367,31938,300177,67217,106,0,0,0,0,0,0,0,0
100000,483029,29625,292789,65510,230,47124,0,0,0,0,0,0,0
100000,0,32521,302653,67710,140,67646,0,0,0,0,0,0,0
100000,0,32022,301331,67454,106,67412,0,0,0,0,0,0,0
100000,0,32007,307631,69047,99,69012,0,0,0,0,0,0,0
100000,0,31985,300701,67357,103,67355,0,0,0,0,0,0,0
10000,0,22772,249526,54626,132,55907,0,0,0,0,0,0,0
10000,0,33773,423019,96035,1217,95416,0,0,0,0,0,0,0
10000,0,23180,246561,53773,126,53748,0,0,0,0,0,0,0
10000,0,22704,246472,53820,114,53853,0,0,0,0,0,0,0
10000,0,22762,246767,53792,114,53753,0,0,0,0,0,0,0
10000,0,22719,249532,54555,117,54557,0,0,0,0,0,0,0
10000,0,22746,249426,54495,102,54448,0,0,0,0,0,0,0
10000,0,22735,249369,54554,114,54598,0,0,0,0,0,0,0
10000,0,22704,249206,54444,98,54432,0,0,0,0,0,0,0
10000,0,22716,249669,54569,111,54586,0,0,0,0,0,0,0
10000,0,22696,249323,54495,97,54501,0,0,0,0,0,0,0
10000,0,22710,249132,54416,89,54370,0,0,0,0,0,0,0
10000,0,23147,248790,54350,113,54438,0,0,0,0,0,0,0
10000,0,22730,249949,54637,101,54637,0,0,0,0,0,0,0
10000,0,22757,249525,54473,94,54430,0,0,0,0,0,0,0
10000,0,22712,249323,54548,100,54542,0,0,0,0,0,0,0
10000,0,22701,246100,53693,110,53688,0,0,0,0,0,0,0
10000,0,22744,249257,54416,95,54377,0,0,0,0,0,0,0
10000,0,22718,245972,53674,103,53658,0,0,0,0,0,0,0
10000,0,22696,248769,54389,103,54426,0,0,0,0,0,0,0
10000,0,22691,245659,53571,100,53546,0,0,0,0,0,0,0
10000,0,22647,248585,54342,94,54343,0,0,0,0,0,0,0
10000,0,22680,248808,54378,96,54400,0,0,0,0,0,0,0
10000,0,22708,249064,54448,154,60617,151,0,0,0,0,0,0
10000,0,7656,280087,60882,243,54701,137,0,0,0,0,0,0
10000,0,0,249015,54406,93,54552,96,0,0,0,0,0,0
10000,0,0,250076,54586,106,54512,106,0,0,0,0,0,0
10000,0,0,249269,54491,99,54517,93,0,0,0,0,0,0
10000,0,0,249483,54473,96,54399,98,0,0,0,0,0,0
10000,0,0,248830,54383,98,54361,99,0,0,0,0,0,0
10000,0,0,248846,54399,96,54419,97,0,0,0,0,0,0
10000,0,0,248892,54393,99,54360,101,0,0,0,0,0,0
10000,0,0,248940,54432,109,54555,107,0,0,0,0,0,0
10000,0,0,249482,54524,91,54489,88,0,0,0,0,0,0
10000,0,0,249710,54562,98,54562,99,0,0,0,0,0,0
10000,0,0,249241,54448,90,54452,88,0,0,0,0,0,0
10000,0,0,246224,53683,94,53594,95,0,0,0,0,0,0
10000,0,0,248762,54346,93,54342,93,0,0,0,0,0,0
10000,0,0,248729,54363,93,54394,94,0,0,0,0,0,0
10000,0,0,248810,54366,92,54359,94,0,0,0,0,0,0
10000,0,0,248765,54363,102,54352,103,0,0,0,0,0,0
10000,0,0,248757,54358,95,54357,95,0,0,0,0,0,0
10000,0,0,248739,54354,99,54344,102,0,0,0,0,0,0
10000,0,0,248989,54415,102,54419,96,0,0,0,0,0,0
10000,0,0,248698,54362,94,54355,94,0,0,0,0,0,0
10000,0,0,248917,54411,99,54520,99,0,0,0,0,0,0
10000,0,0,249426,54502,93,54491,94,0,0,0,0,0,0
10000,0,0,249273,54452,98,54356,101,0,0,0,0,0,0
10000,0,0,248785,54349,100,54372,98,0,0,0,0,0,0
10000,0,0,245721,53623,100,53680,105,0,0,0,0,0,0
10000,0,0,249162,54446,104,54460,101,0,0,0,0,0,0
10000,0,0,249632,54507,102,54443,99,0,0,0,0,0,0
10000,0,0,248881,54381,97,54356,96,0,0,0,0,0,0
10000,0,0,248614,54326,94,54341,97,0,0,0,0,0,0
10000,0,0,248842,54361,99,54391,100,0,0,0,0,0,0
10000,0,0,248798,54365,184,61309,201,0,0,0,0,0,0
10000,0,0,48571,72117,133,66216,114,0,0,0,0,0,0
10000,0,0,0,65420,106,65850,107,0,0,0,0,0,0
10000,0,0,0,65126,97,64843,97,0,0,0,0,0,0
10000,0,0,0,64804,100,64794,104,0,0,0,0,0,0
10000,0,0,0,64845,93,64835,87,0,0,0,0,0,0
10000,0,0,0,64890,89,64880,89,0,0,0,0,0,0
10000,0,0,0,64747,85,64676,84,0,0,0,0,0,0
10000,0,0,0,64751,88,64791,87,0,0,0,0,0,0
10000,0,0,0,64841,87,64793,85,0,0,0,0,0,0
10000,0,0,0,64808,85,64837,86,0,0,0,0,0,0
10000,0,0,0,64723,86,64675,87,0,0,0,0,0,0
10000,0,0,0,65658,84,65700,81,0,0,0,0,0,0
10000,0,0,0,66028,96,66057,103,0,0,0,0,0,0
10000,0,0,0,65832,96,65794,93,0,0,0,0,0,0
10000,0,0,0,64952,88,64879,85,0,0,0,0,0,0
10000,0,0,0,64783,84,64770,84,0,0,0,0,0,0
10000,0,0,0,65540,90,65578,90,0,0,0,0,0,0
10000,0,0,0,65701,95,65617,95,0,0,0,0,0,0
10000,0,0,0,64874,90,64826,92,0,0,0,0,0,0
10000,0,0,0,64703,87,64730,82,0,0,0,0,0,0
10000,0,0,0,64695,81,64698,84,0,0,0,0,0,0
10000,0,0,0,64810,85,64753,82,0,0,0,0,0,0
10000,0,0,0,64766,82,64761,83,0,0,0,0,0,0
10000,0,0,0,65692,82,65687,81,0,0,0,0,0,0
10000,0,0,0,64786,86,64741,88,0,0,0,0,0,0
10000,0,0,0,65628,85,65642,82,0,0,0,0,0,0
10000,0,0,0,64767,82,64848,86,0,0,0,0,0,0
10000,0,0,0,64853,84,64755,81,0,0,0,0,0,0
10000,0,0,0,64713,85,64744,86,0,0,0,0,0,0
10000,0,0,0,65749,95,65801,100,0,0,0,0,0,0
10000,0,0,0,64966,90,64923,90,0,0,0,0,0,0
10000,0,0,0,64940,89,64804,89,0,0,0,0,0,0
10000,0,0,0,25372,121,66910,134,0,0,0,0,0,0
10000,0,0,0,0,79,60224,82,0,0,0,0,0,0
10000,0,0,0,0,77,60228,85,0,0,0,0,0,0
10000,0,0,0,0,80,60097,85,0,0,0,0,0,0
10000,0,0,0,0,85,60175,90,0,0,0,0,0,0
10000,0,0,0,0,84,60101,95,0,0,0,0,0,0
10000,0,0,0,0,90,60183,96,0,0,0,0,0,0
10000,0,0,0,0,88,61041,90,0,0,0,0,0,0
10000,0,0,0,0,86,60002,91,0,0,0,0,0,0
10000,0,0,0,0,91,60129,86,0,0,0,0,0,0
10000,0,0,0,0,75,60158,89,0,0,0,0,0,0
10000,0,0,0,0,83,61015,83,0,0,0,0,0,0
1000,0,0,0,0,83,57328,85,0,0,0,0,0,0
1000,0,0,0,0,80,57364,96,0,0,0,0,0,0
1000,0,0,0,0,91,58204,90,0,0,0,0,0,0
1000,0,0,0,0,85,57482,86,0,0,0,0,0,0
1000,0,0,0,0,74,57199,80,0,0,0,0,0,0
1000,0,0,0,0,77,57237,82,0,0,0,0,0,0
1000,0,0,0,0,79,57333,80,0,0,0,0,0,0
1000,0,0,0,0,75,57384,80,0,0,0,0,0,0
1000,0,0,0,0,68,57382,78,0,0,0,0,0,0
1000,0,0,0,0,79,57372,80,0,0,0,0,0,0
1000,0,0,0,0,76,57332,82,0,0,0,0,0,0
1000,0,0,0,0,72,57378,73,0,0,0,0,0,0
1000,0,0,0,0,67,57308,78,0,0,0,0,0,0
1000,0,0,0,0,80,58243,81,0,0,0,0,0,0
1000,0,0,0,0,75,58143,82,0,0,0,0,0,0
1000,0,0,0,0,76,57300,80,0,0,0,0,0,0
1000,0,0,0,0,74,57296,82,0,0,0,0,0,0
1000,0,0,0,0,80,57310,85,0,0,0,0,0,0
1000,0,0,0,0,77,57268,77,0,0,0,0,0,0
1000,0,0,0,0,72,57265,79,0,0,0,0,0,0
1000,0,0,0,0,75,57244,83,0,0,0,0,0,0
1000,0,0,0,0,78,57295,82,0,0,0,0,0,0
1000,0,0,0,0,76,57276,77,0,0,0,0,0,0
1000,0,0,0,0,74,57321,96,0,0,0,0,0,0
1000,0,0,0,0,45,69086,156,0,0,0,0,0,0
1000,0,0,0,0,0,62136,97,0,0,0,0,0,0
1000,0,0,0,0,0,62810,102,0,0,0,0,0,0
1000,0,0,0,0,0,62077,100,0,0,0,0,0,0
1000,0,0,0,0,0,62103,94,0,0,0,0,0,0
1000,0,0,0,0,0,61929,86,0,0,0,0,0,0
1000,0,0,0,0,0,62003,86,0,0,0,0,0,0
1000,0,0,0,0,0,61993,78,0,0,0,0,0,0
1000,0,0,0,0,0,61926,87,0,0,0,0,0,0
1000,0,0,0,0,0,61880,85,0,0,0,0,0,0
1000,0,0,0,0,0,61916,89,0,0,0,0,0,0
1000,0,0,0,0,0,62015,95,0,0,0,0,0,0
1000,0,0,0,0,0,61920,84,0,0,0,0,0,0
1000,0,0,0,0,0,62012,85,0,0,0,0,0,0
1000,0,0,0,0,0,61969,90,0,0,0,0,0,0
1000,0,0,0,0,0,61923,77,0,0,0,0,0,0
1000,0,0,0,0,0,61877,82,0,0,0,0,0,0
1000,0,0,0,0,0,62034,81,0,0,0,0,0,0
1000,0,0,0,0,0,61978,96,0,1,0,0,0,0
1000,0,0,0,0,0,62926,492,9,0,0,0,0,0
1000,0,0,0,0,0,47843,95,0,0,0,0,0,0
1000,0,0,0,0,0,47797,111,0,0,0,0,0,0
1000,0,0,0,0,0,48352,80,0,0,0,0,0,0
1000,0,0,0,0,0,47646,71,0,0,0,0,0,0
1000,0,0,0,0,0,47649,72,0,0,0,0,0,0
1000,0,0,0,0,0,47597,67,0,0,0,0,0,0
1000,0,0,0,0,0,48355,77,0,0,0,0,0,0
1000,0,0,0,0,0,48381,92,0,0,0,0,0,0
1000,0,0,0,0,0,48368,73,0,0,0,0,0,0
1000,0,0,0,0,0,48323,62,0,0,0,0,0,0
1000,0,0,0,0,0,47585,73,0,0,0,0,0,0
1000,0,0,0,0,0,48378,68,0,0,0,0,0,0
1000,0,0,0,0,0,48344,72,0,0,0,0,0,0
1000,0,0,0,0,0,48331,67,0,0,0,0,0,0
1000,0,0,0,0,0,49004,90,11,0,0,0,0,0
1000,0,0,0,0,0,37093,137,0,0,0,0,0,0
1000,0,0,0,0,0,0,85,0,0,0,0,0,0
1000,0,0,0,0,0,0,77,0,0,0,0,0,0
1000,0,0,0,0,0,0,68,0,0,0,0,0,0
1000,0,0,0,0,0,0,79,0,0,0,0,0,0
1000,0,0,0,0,0,0,73,0,0,0,0,0,0
1000,0,0,0,0,0,0,78,0,0,0,0,0,0
1000,0,0,0,0,0,0,75,0,0,0,0,0,0
1000,0,0,0,0,0,0,80,0,0,0,0,0,0
1000,0,0,0,0,0,0,79,0,0,0,0,0,0
1000,0,0,0,0,0,0,83,0,0,0,0,0,0
1000,0,0,0,0,0,0,83,0,0,0,0,0,0
1000,0,0,0,0,0,0,76,0,0,0,0,0,0
1000,0,0,0,0,0,0,68,0,0,0,0,0,0
1000,0,0,0,0,0,0,67,0,0,0,0,0,0
1000,0,0,0,0,0,0,71,0,0,0,0,0,0
1000,0,0,0,0,0,0,63,0,0,0,0,0,0
1000,0,0,0,0,0,0,67,0,0,0,0,0,0
1000,0,0,0,0,0,0,63,0,0,0,0,0,0
1000,0,0,0,0,0,0,65,0,0,0,0,0,0
1000,0,0,0,0,0,0,58,0,0,0,0,0,0
1000,0,0,0,0,0,0,67,0,0,0,0,0,0
1000,0,0,0,0,0,0,57,0,0,0,0,0,0
1000,0,0,0,0,0,0,72,0,0,0,0,0,0
1000,0,0,0,0,0,0,63,0,0,0,0,0,0
1000,0,0,0,0,0,0,63,0,0,0,0,0,0
1000,0,0,0,0,0,0,65,0,0,0,0,0,0
1000,0,0,0,0,0,0,63,0,0,0,0,0,0
1000,0,0,0,0,0,0,56,0,0,0,0,0,0
1000,0,0,0,0,0,0,65,0,0,0,0,0,0
1000,0,0,0,0,0,0,57,0,0,0,0,0,0
1000,0,0,0,0,0,0,77,0,0,0,0,0,0
1000,0,0,0,0,0,0,66,0,0,0,0,0,0
1000,0,0,0,0,0,0,75,0,0,0,0,0,0
1000,0,0,0,0,0,0,67,0,0,0,0,0,0
1000,0,0,0,0,0,0,73,0,0,0,0,0,0
1000,0,0,0,0,0,0,63,0,0,0,0,0,0
1000,0,0,0,0,0,0,75,0,0,0,0,0,0
1000,0,0,0,0,0,0,64,0,0,0,0,0,0
1000,0,0,0,0,0,0,73,0,0,0,0,0,0
1000,0,0,0,0,0,0,85,0,0,0,0,0,0
100,0,0,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,12,0,0,0,0,0
100,0,0,0,0,0,0,0,0,22,0,0,0,0
100,0,0,0,0,0,0,0,22,44,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,22,0,0,0,0
100,0,0,0,0,0,0,0,22,22,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,22,0,0,0,0
100,0,0,0,0,0,0,0,22,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,1,0,0,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
100,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
10,0,0,0,0,0,0,0,0,0,5,0,5,0
